title,year,director,duration,cast,genre,imdb_rating,budget,revenue,profit_percent
Elling,2001,Petter Naess,90,"Per Christian Ellefsen, Sven Nordin, Marit Pia Jacobsen",Adventure  •  Adventure Comedy  •  Comedy,7.5,0,0,NA
Van Helsing,2004,Stephen Sommers,132,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh",Black Comedy  •  Comedy Drama  •  Coming-of-Age,6.1,160000000,300257475,87.660921875
Fear,1996,James Foley,97,"Mark Wahlberg, Reese Witherspoon, William Peterson",Action  •  Costume Horror  •  Horror,6.2,0,2100000,NA
Recount,2008,Jay Roach,116,"Tom Wilkinson, John Hurt, Denis Leary",Home Invasion Film  •  Psychological Thriller  •  Teen Movie,7.3,0,0,NA
Major League II,1994,David S. Ward,105,"Charlie Sheen, Tom Berenger, James Gammon",Based-on-a-True-Story  •  Docudrama  •  Drama,5.6,25000000,30626182,22.504728
I.Q.,1994,Fred Schepisi,100,"Meg Ryan, Walter Matthau, Gene Saks",Comedy  •  Sports Comedy,6.2,25000000,26381221,5.524884
Jennifer's Body,2009,Karyn Kusama,102,"Megan Fox, Amanda Seyfried, Johnny Simmons",Comedy  •  Romance  •  Romantic Comedy,5.5,16000000,31556061,97.22538125
Lonesome Ghosts,1937,Burt Gillett,9,"Walt Disney, Clarence Nash, Pinto Colvig",Black Comedy  •  Female-Directed Film  •  Horror Comedy,7.5,0,0,NA
Red Hot Riding Hood,1943,Tex Avery,7,"Colleen Collins, Frank Graham, Daws Butler",Animation  •  Cartoon  •  Comedy,7.7,0,0,NA
Mississippi Masala,1991,Mira Nair,118,"Roshan Seth, Charles S. Dutton, Denzel Washington",Animation  •  Cartoon  •  Comedy,6.8,8000000,7310000,-8.625
Tale of Tales,1979,Yuriy Norshteyn,29,Aleksandr Kalyagin,Comedy Drama  •  Drama  •  Family Drama,7.8,0,0,NA
The Men,1950,Fred Zinnemann,85,"Marlon Brando, Teresa Wright, Everett Sloane",Animation  •  Avant-garde / Experimental  •  Fairy Tales and Legends,7.1,0,0,NA
Waiting for 'Superman',2010,Davis Guggenheim,102,"Geoffrey Canada, George Reeves, Michelle Rhee",Drama  •  Medical Drama  •  Romance,7.4,0,0,NA
Unlawful Entry,1992,Jonathan Kaplan,117,"Kurt Russell, Ray Liotta, Madeleine Stowe",Culture and Society  •  Documentary  •  Social Issues,6.4,23000000,57138719,148.42921304347826
Daleks' Invasion Earth: 2150 A.D.,1966,Gordon Flemyng,81,"Peter Cushing, Bernard Cribbins, Ray Brooks",Home Invasion Film  •  Psychological Thriller  •  Thriller,5.9,800000,0,NA
The Sword and the Sorcerer,1982,Albert Pyun,99,"Lee Horsley, Kathleen Beller, Simon MacCorkindale",Action  •  Adventure  •  Alien Invasion Films,5.5,4000000,39103425,877.585625
To All the Boys I've Loved Before,2018,Susan Johnson,99,"Lana Condor, Noah Centineo, Anna Cathcart",Adventure  •  Fantasy  •  Fantasy Adventure,7,0,0,NA
Tartuffe,1925,F.W. Murnau,74,"Lil Dagover, Emil Jannings, Werner Krauss",Based-on-21st-Century-Literature  •  Comedy Drama  •  Direct-to-Stream,7.1,0,0,NA
I Shot Andy Warhol,1996,Mary Harron,103,"Martha Plimpton, Anna Levine, Lili Taylor",Based-on-Theatre  •  Comedy of Manners  •  Comedy,6.6,0,1814290,NA
For Your Consideration,2006,Christopher Guest,86,"Catherine O'Hara, Parker Posey, Christopher Guest",Based-on-a-True-Story  •  Biopic  •  Drama,6.3,12000000,5542025,-53.81645833333333
Burial Ground,1981,Andrea Bianchi,85,"Karin Well, Mariangela Giordano, Simone Mattioli",Comedy  •  Mockumentary  •  Showbiz Comedy,5.6,60000,0,NA
Anchorman 2: The Legend Continues,2013,Adam McKay,119,"Will Ferrell, Steve Carell, Paul Rudd",Exploitation Film  •  Foreign Language Film  •  Horror,6.3,50000000,173700000,247.40000000000003
Rapid Fire,1992,Dwight H. Little,95,"Kate Hodge, Tony Longo, Michael Paul Chan",Comedy  •  Media Satire  •  Period Film,6.3,10000000,14356479,43.564789999999995
Daylight,1996,Rob Cohen,115,"Sylvester Stallone, Viggo Mortensen, Dan Hedaya",Action  •  Martial Arts,6,80000000,159212469,99.01558625
Cecil B. Demented,2000,John Waters,87,"Melanie Griffith, Stephen Dorff, Alicia Witt",Action  •  Disaster Film,6.3,10000000,0,NA
Male and Female,1919,Cecil B. DeMille,116,"Gloria Swanson, Thomas Meighan, Theodore Roberts",Comedy  •  Media Satire  •  Satire,6.9,0,0,NA
I Killed My Mother,2009,Xavier Dolan,96,"Xavier Dolan, Anne Dorval, Francois Arnaud",Comedy  •  Comedy of Manners  •  Romance,7.4,0,0,NA
Spirit: Stallion of the Cimarron,2002,"Kelly Asbury, Lorna Cook",83,"Matt Damon, James Cromwell, Chopper Bernet",Coming-of-Age  •  Drama  •  Psychological Drama,7.2,80000000,122563539,53.20442375
Ferdinand the Bull,1938,Dick Rickard,8,Don Wilson,Animated Musical  •  Animation  •  Family-Oriented Fantasy,7.1,66260,0,NA
Simon Birch,1998,Mark Steven Johnson,114,"Ian Michael Smith, Joseph Mazzello, David Strathairn",Animal Picture  •  Animation  •  Based-on-20th-Century-Literature,6.8,20000000,18253415,-8.732925
Tokyo Sonata,2008,Kiyoshi Kurosawa,120,"Teruyuki Kagawa, Koji Yakusho, Kyôko Koizumi",Comedy Drama  •  Childhood Drama  •  Drama,7.5,0,892714,NA
Convoy,1978,Sam Peckinpah,110,"Kris Kristofferson, Ali MacGraw, Ernest Borgnine",Drama  •  Family Drama  •  Foreign Language Film,6.3,12000000,45000000,275
Sucker Punch,2011,Zack Snyder,109,"Emily Browning, Abbie Cornish, Jena Malone",Carsploitation  •  Drama  •  New Hollywood,6.1,0,0,NA
Side by Side,2012,Christopher Kenneally,99,"Keanu Reeves, James Cameron, David Fincher",Action Thriller  •  Action  •  Adventure Drama,7.6,0,0,NA
Death Hunt,1981,Peter R. Hunt,97,"Lee Marvin, Carl Weathers, Ed Lauter",Documentary  •  Media Documentary,6.9,0,0,NA
Yentl,1983,Barbra Streisand,132,"Barbra Streisand, Mandy Patinkin, Amy Irving",Action  •  Chase Movie  •  Crime,6.6,12000000,30400000,153.33333333333334
A Woman's Face,1941,George Cukor,106,"Joan Crawford, Melvyn Douglas, Conrad Veidt",Cross-Dressing / Gender-Bending  •  Drama  •  Female-Directed Film,7.2,0,0,NA
Stealing Beauty,1996,Bernardo Bertolucci,118,"Liv Tyler, Joseph Fiennes, Jason Flemyng",Drama  •  Melodrama,6.5,10000000,4800000,-52
The Blackcoat's Daughter,2015,Oz Perkins,93,"Kiernan Shipka, Lucy Boynton, Emma Roberts",Coming-of-Age  •  Drama  •  Romance,5.9,0,143545,NA
Street of Crocodiles,1986,"Stephen Quay, Timothy Quay",20,Feliks Stawinski,Horror  •  Psychological Horror  •  Religious Horror,7.6,0,0,NA
Sunnyside,1919,Charles Chaplin,41,"Charles Chaplin, Edna Purviance, Tom Wilson",Animation  •  Avant-garde / Experimental  •  Short Film,6.6,0,0,NA
A Nightmare,1896,Georges Méliès,1,"Georges Melies, Jehanne d'Alcy",Comedy  •  Silent Film,6.5,1800000,57004513,3066.917388888889
Pirates of the Caribbean: On Stranger Tides,2011,Rob Marshall,141,"Johnny Depp, Penélope Cruz, Ian McShane",Horror  •  Short Film  •  Silent Film,6.6,379000000,1046721266,176.1797535620053
Things Change,1988,David Mamet,100,"Don Ameche, Ricky Jay, Joe Mantegna",Adventure  •  Based-on-20th-Century-Literature  •  Costume Adventure,7,0,0,NA
The File on Thelma Jordon,1950,Robert Siodmak,100,"Barbara Stanwyck, Wendell Corey, Paul Kelly",Comedy of Manners  •  Comedy  •  Crime Comedy,6.9,0,0,NA
Exam,2009,Stuart Hazeldine,101,"Colin Salmon, Jimi Mistry, Luke Mably",Crime Drama  •  Crime  •  Drama,6.7,600000,394717,-34.213833333333334
TiMER,2009,Jac Schaeffer,99,"Michelle Borth, John Patrick Amedori, Desmond Harrington",Psychological Thriller  •  Thriller,6.5,0,0,NA
The '?' Motorist,1906,Walter R. Booth,3,NA,Comedy  •  Female-Directed Film  •  Romance,6.6,0,0,NA
The Vast of Night,2019,Andrew Patterson,89,"Sierra McCormick, Jake Horowitz, Gail Cronauer",Comedy  •  Fantasy Comedy  •  Fantasy,6.7,0,0,NA
Air America,1990,Roger Spottiswoode,113,"Mel Gibson, Robert Downey Jr., Ken Jenkins",Mystery  •  Period Film  •  Science Fiction,5.8,35000000,57661269,64.74648285714287
The Black Swan,1942,Henry King,87,"Laird Cregar, Tyrone Power, Maureen O'Hara",Action  •  Action Comedy  •  Adventure,6.7,1493800,5727000,283.38465658053286
Shiva Baby,2020,Emma Seligman,77,"Rachel Sennott, Molly Gordon, Polly Draper",Adventure  •  Costume Adventure  •  Historical Film,7.1,250000,359247,43.6988
The Blue Max,1966,John Guillermin,153,"George Peppard, James Mason, Ursula Andress",Comedy  •  Female-Directed Film,7.1,5000000,0,NA
The Woman in Black,2012,James Watkins,95,"Daniel Radcliffe, Ciarán Hinds, Janet McTeer",Drama  •  Period Film  •  War,6.4,32000000,129000000,303.125
Marked for Death,1990,Dwight H. Little,94,"Steven Seagal, Tom Wright, Kevin Dunn",Based-on-20th-Century-Literature  •  Costume Horror  •  Ghost Film,5.9,12000000,46044400,283.7033333333333
Bluebeard,1901,Georges Méliès,9,"Georges Melies, Jeanne d'Alcy, Bleuette Bernon",Action  •  Action Thriller  •  Martial Arts,6.9,0,0,NA
The Delta Force,1986,Menahem Golan,125,"Chuck Norris, Lee Marvin, Martin Balsam",Fairy Tales and Legends  •  Fantasy  •  Short Film,5.6,9000000,17768900,97.43222222222222
A Better Life,2011,Chris Weitz,98,"Demian Bichir, Eddie 'Piolin' Sotelo, Joaquin Cosio",Action  •  Action Thriller  •  Thriller,7.2,0,0,NA
The End,1978,Burt Reynolds,100,"Burt Reynolds, Dom DeLuise, Strother Martin",Drama  •  Family Drama  •  Social Problem Film,6.1,3000000,45000000,1400
Who'll Stop the Rain,1978,Karel Reisz,126,"Nick Nolte, Tuesday Weld, Michael Moriarty",Black Comedy,6.7,0,0,NA
Agora,2009,Alejandro Amenábar,127,"Oscar Isaac, Michael Lonsdale, Rupert Evans",Crime Drama  •  Crime  •  Drama,7.1,0,0,NA
Dear White People,2014,Justin Simien,100,"Tyler James Williams, Tessa Thompson, Kyle Gallner",Adventure Drama  •  Adventure  •  Drama,6.2,1000000,0,NA
Stepmom,1998,Chris Columbus,124,"Julia Roberts, Susan Sarandon, Ed Harris",Comedy Drama  •  Drama  •  Satire,6.8,50000000,159710793,219.421586
Adventures of Don Juan,1948,Vincent Sherman,110,"Errol Flynn, Viveca Lindfors, Robert Douglas",Comedy Drama  •  Domestic Comedy  •  Drama,7,3408000,4772000,40.02347417840376
Armed and Dangerous,1986,Mark L. Lester,88,"John Candy, Robert Loggia, Brion James",Action  •  Adventure  •  Costume Adventure,5.7,12000000,15945534,32.87945
Sweet Home Alabama,2002,Andy Tennant,108,"Reese Witherspoon, Josh Lucas, Ethan Embry",Comedy  •  Comedy of Errors  •  Slapstick,6.2,30000000,180622424,502.0747466666666
Little Murders,1971,Alan Arkin,110,"Elliott Gould, Donald Sutherland, Alan Arkin",Comedy  •  Romance  •  Romantic Comedy,6.9,0,0,NA
Tillie's Punctured Romance,1914,Mack Sennett,82,"Charles Bennett, Charles Chaplin, Marie Dressler",Black Comedy  •  New Hollywood  •  Satire,6.2,0,0,NA
Billy Bathgate,1991,Robert Benton,106,"Dustin Hoffman, Nicole Kidman, Bruce Willis",Comedy  •  Romantic Comedy  •  Slapstick,5.9,48000000,15565363,-67.57216041666668
Charlie's Angels,2000,McG,98,"Cameron Diaz, Drew Barrymore, Lucy Liu",Coming-of-Age  •  Crime  •  Gangster Film,5.6,120000000,259175788,115.97982333333334
Dagon,2001,Stuart Gordon,95,"Ezra Godden, Francisco Rabal, Raquel Merono",Action  •  Action Comedy  •  Action Thriller,6.2,4800000,0,NA
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",1980,Bill Melendez,75,"Arrin Skelley, Bill Melendez, Annalisa Bortolin",Based-on-20th-Century-Literature  •  Fantasy  •  Horror,7.1,0,2013193,NA
The Grande Bouffe,1973,Marco Ferreri,130,"Marcello Mastroianni, Michel Piccoli, Philippe Noiret",Adventure  •  Based-on-Comics  •  Family,NA,0,0,NA
Metal: A Headbanger's Journey,2005,"Sam Dunn, Scot McFadyen, Jessica Joy Wise",96,"Alice Cooper, Lemmy Kilmister, Pamela Des Barres",Black Comedy  •  Comedy  •  Commedia all’italiana,8,0,0,NA
Trekkies,1997,Roger Nygard,86,"Denise Crosby, Majel Barrett Roddenberry, DeForest Kelley",Biography  •  Documentary  •  History,6.9,375000,0,NA
Phenomenon,1996,Jon Turteltaub,123,"Jeffrey DeMunn, Robert Duvall, Forest Whitaker",Biography  •  Culture and Society  •  Documentary,6.4,32000000,152000000,375
Babylon 5: In the Beginning,1998,Michael Vejar,94,"Andreas Katsulas, Peter Jurasik, Bruce Boxleitner",Drama  •  Fantasy  •  Psychological Drama,7.7,0,0,NA
You Don't Know Jack,2010,Barry Levinson,130,"Al Pacino, Danny Huston, John Goodman",Action  •  Adventure  •  Adventure Drama,7.5,0,0,NA
The Butler,2013,Lee Daniels,90,"Forest Whitaker, Oprah Winfrey, John Cusack",Biopic  •  Drama  •  Made-for-Television,7.2,25000000,177313795,609.25518
Johnny Mnemonic,1995,Robert Longo,96,"Keanu Reeves, Dolph Lundgren, Dina Meyer",Based-on-a-True-Story  •  Biopic  •  Drama,5.6,25000000,19075720,-23.697119999999998
The Peacemaker,1997,Mimi Leder,124,"George Clooney, Nicole Kidman, Marcel Iures",Action  •  Cyberpunk / Tech Noir  •  Dystopian Film,6,50000000,110463140,120.92628
The House of Mirth,2000,Terence Davies,140,"Eric Stoltz, Dan Aykroyd, Terry Kinney",Action Thriller  •  Action  •  Female-Directed Film,7,10000000,5164404,-48.355959999999996
Coup de torchon,1981,Bertrand Tavernier,128,"Philippe Noiret, Isabelle Huppert, Jean-Pierre Marielle",Costume Romance  •  Drama  •  Period Film,NA,0,0,NA
Born Free,1966,James Hill,95,"Virginia McKenna, Bill Travers, Geoffrey Keen",Based-on-20th-Century-Literature  •  Black Comedy  •  Comedy Drama,7.2,0,0,NA
Bride & Prejudice,2004,Gurinder Chadha,111,"Aishwarya Rai, Martin Henderson, Nadira Babbar",Adventure  •  Adventure Drama  •  Animal Picture,6.2,7000000,24700000,252.85714285714283
Walker,1987,Alex Cox,95,"Ed Harris, Marlee Matlin, Peter Boyle",Based-on-19th-Century-Literature  •  Comedy of Manners  •  Comedy,6.6,0,0,NA
Bully for Bugs,1953,Chuck Jones,7,Mel Blanc,Action  •  Based-on-a-True-Story  •  Biopic,8,0,0,NA
The Chumscrubber,2005,Arie Posin,108,"Justin Chatwin, Jamie Bell, Camilla Belle",Animation  •  Cartoon  •  Comedy,6.8,6800000,351401,-94.83233823529412
Superman: The Last Son of Krypton,1996,"Curt Geda, Scott Jeralds, Dan Riba, Bruce W. Timm",64,"Tim Daly, Dana Delany, Clancy Brown",Black Comedy  •  Comedy Drama  •  Drama,7.6,0,0,NA
The Nanny,1965,Seth Holt,91,"Bette Davis, Wendy Craig, Jill Bennett",Action  •  Adventure  •  Animation,7.1,0,0,NA
Judex,1916,Louis Feuillade,300,"René Cresté, Musidora, René Poyen",Drama  •  Horror  •  Psychological Thriller,7.2,0,0,NA
Johnny Handsome,1989,Walter Hill,94,"Mickey Rourke, Morgan Freeman, Ellen Barkin",Adventure  •  Crime  •  Crime Thriller,6.1,20000000,7237794,-63.81103
Jabberwocky,1977,Terry Gilliam,105,"Michael Palin, Harry H. Corbett, John Le Mesurier",Crime Drama  •  Crime Thriller  •  Crime,6.1,0,0,NA
The Decline of the American Empire,1986,Denys Arcand,101,"Daniel Briere, Dominique Michel, Louise Portal",Absurd Comedy  •  Adventure Comedy  •  Adventure,7.1,1800000,30000000,1566.6666666666665
Love on the Run,1979,François Truffaut,94,"Jean-Pierre Léaud, Marie-France Pisier, Claude Jade",Comedy Drama  •  Comedy of Manners  •  Ensemble Film,7,0,0,NA
Polytechnique,2009,Denis Villeneuve,77,"Maxim Gaudette, Sebastien Huberdeau, Karine Vanasse",Comedy  •  Coming-of-Age  •  Drama,7.2,0,0,NA
The Legend,1993,Corey Yuen,106,"Jet Li, Josephine Siao, Michelle Reis",Based-on-a-True-Story  •  Crime Drama  •  Crime Thriller,7.1,0,0,NA
The Prince and the Pauper,1937,William Keighley,118,"Errol Flynn, Claude Rains, Henry Stephenson",Action  •  Action Comedy  •  Comedy,7.2,0,0,NA
I Walk Alone,1948,Byron Haskin,97,"Burt Lancaster, Lizabeth Scott, Kirk Douglas",Adventure  •  Adventure Drama  •  Based-on-19th-Century-Literature,7,0,0,NA
Tea and Sympathy,1956,Vincente Minnelli,122,"Deborah Kerr, John Kerr, Leif Erickson",Crime Drama  •  Crime  •  Drama,7.3,1737000,3445000,98.33045480713875
The Canterbury Tales,1972,Pier Paolo Pasolini,112,"Hugh Griffith, Laura Betti, Ninetto Davoli",Based-on-Theatre  •  Coming-of-Age  •  Drama,6.3,0,0,NA
The Student Prince In Old Heidelberg,1927,Ernst Lubitsch,106,"Ramon Novarro, Norma Shearer, Jean Hersholt",Anthology Film  •  Comedy  •  Foreign Language Film,7.6,0,0,NA
Stargate: The Ark of Truth,2008,Robert C. Cooper,97,"Ben Browder, Amanda Tapping, Christopher Judge",Comedy Drama  •  Drama  •  Melodrama,7.4,7000000,8900000,27.142857142857142
Beyond a Reasonable Doubt,1956,Fritz Lang,80,"Dana Andrews, Joan Fontaine, Sidney Blackmer",Action  •  Adventure  •  Based-on-Television,6.9,25000000,4388563,-82.445748
The Best Little Whorehouse in Texas,1982,Colin Higgins,114,"Charles Durning, Jim Nabors, Dom DeLuise",Courtroom Drama  •  Crime Drama  •  Crime,6.1,27500000,69700000,153.45454545454544
Cop Car,2015,Jon Watts,86,"Kevin Bacon, Shea Whigham, Camryn Manheim",Based-on-Theatre  •  Comedy  •  Musical Comedy,6.3,800000,143658,-82.04275
Ride the Pink Horse,1947,Robert Montgomery,101,"Robert Montgomery, Thomas Gomez, Rita Conde",Chase Movie  •  Crime  •  Crime Thriller,7.2,0,0,NA
Double Wedding,1937,Richard Thorpe,87,"William Powell, Myrna Loy, Florence Rice",Crime Thriller  •  Crime  •  Film Noir,6.9,0,0,NA
The Hound of the Baskervilles,1937,Carl Lamac,82,"Peter Voß, Alice Brandt, Bruno Güttner",Comedy  •  Romance  •  Screwball Comedy,5.9,0,0,NA
Samurai X: Trust & Betrayal,1999,Kazuhiro Furuhashi,120,"Mayo Suzukaze, Junko Iwao, Nozomu Sasaki",Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,NA,NA,NA,NA
Mr. Lucky,1943,H.C. Potter,100,"Laraine Day, Charles Bickford, Gladys Cooper",Action  •  Adventure  •  Animation,7.1,0,0,NA
Find Me Guilty,2006,Sidney Lumet,125,"Vin Diesel, Ben Lipitz, Peter Dinklage",Comedy Drama  •  Crime  •  Crime Comedy,7,13000000,2636637,-79.71817692307692
Tag,2018,Jeff Tomsic,100,"Ed Helms, Jon Hamm, Jake Johnson",Comedy Drama  •  Crime  •  Crime Comedy,6.5,28000000,75100000,168.21428571428572
"McFarland, USA",2015,Niki Caro,128,"Kevin Costner, Maria Bello, Morgan Saylor",Action Comedy  •  Action  •  Comedy,7.4,0,45710059,NA
The Trip to Italy,2014,Michael Winterbottom,115,"Steve Coogan, Rob Brydon, Marta Barrio",Based-on-a-True-Story  •  Drama  •  Female-Directed Film,6.6,0,0,NA
A Night at the Roxbury,1998,John Fortenberry,81,"Will Ferrell, Chris Kattan, Richard Grieco",Based-on-Television  •  Buddy Film  •  Comedy Drama,6.2,17000000,30331165,78.41861764705882
Gamera 3: Revenge of Iris,1999,Shusuke Kaneko,108,"Shinobu Nakayama, Ai Maeda, Yukijirô Hotaru",Based-on-Television  •  Buddy Film  •  Comedy,7.1,6000000,15000000,150
The Outlaw and His Wife,1918,Victor Sjöström,136,"Victor Sjostrom, Edith Erastoff, John Ekman",Action  •  Fantasy  •  Horror,7.2,0,0,NA
Heartburn,1986,Mike Nichols,108,"Jack Nicholson, Stockard Channing, Milos Forman",Drama  •  Melodrama  •  Period Film,6.1,15000000,52600000,250.66666666666669
Mickey and the Beanstalk,1947,"Hamilton Luske, Bill Roberts",29,"Walt Disney, Sterling Holloway, Pinto Colvig",Comedy Drama  •  Marriage Drama  •  Film a Clef,7.6,0,0,NA
To the Wonder,2012,Terrence Malick,112,"Ben Affleck, Rachel McAdams, Olga Kurylenko",Adventure  •  Animation  •  Fairy Tales and Legends,5.8,0,2801166,NA
A Moment of Innocence,1996,Mohsen Makhmalbaf,78,"Mirhadi Tayebi, Mohsen Makhmalbaf, Ali Bakhsi",Avant-garde / Experimental  •  Drama  •  Marriage Drama,7.7,0,37598,NA
To Sleep with Anger,1990,Charles Burnett,102,"Danny Glover, Mary Alice, Carl Lumbly",Comedy Drama  •  Drama  •  Foreign Language Film,7.2,0,1161627,NA
Alice's Wonderland,1923,Walt Disney,12,"Virginia Davis, Walt Disney, Hugh Harman",Drama  •  Family Drama,6.4,0,0,NA
Popeye the Sailor Meets Sindbad the Sailor,1936,Dave Fleischer,16,"Jack Mercer, Mae Questel, Lou Fleischer",Animation  •  Comedy  •  Fairy Tales and Legends,7.3,0,0,NA
Look Who's Talking,1989,Amy Heckerling,93,"John Travolta, Kirstie Alley, Olympia Dukakis",Animation  •  Based-on-Comics  •  Cartoon,5.9,7500000,297000000,3860
Eddie Izzard: Dress to Kill,1999,Lawrence Jordan,175,Eddie Izzard,Comedy  •  Domestic Comedy  •  Female-Directed Film,8.7,0,0,NA
The Creeping Flesh,1973,Freddie Francis,94,"Christopher Lee, Peter Cushing, George Benson",Comedy  •  Concert Film,6.1,0,0,NA
The Tell-Tale Heart,1928,Charles Klein,24,"Otto Matieson, William Herford, Hans Fuerberg",Horror  •  Science Fiction  •  Supernatural Horror,7.5,0,0,NA
Bad Influence,1990,Curtis Hanson,99,"Rob Lowe, James Spader, Marcia Cross",Avant-garde / Experimental  •  Based-on-19th-Century-Literature  •  Drama,6.3,7000000,12626043,80.37204285714286
Hamlet,2009,Gregory Doran,180,"David Tennant, Patrick Stewart, Penny Downie",Drama  •  Psychological Thriller  •  Thriller,8.1,2000000,1568749,-21.562549999999998
Top Five,2014,Chris Rock,101,"Chris Rock, Rosario Dawson, Tracy Morgan",Based-on-Shakespeare  •  Based-on-Theatre  •  Drama,6.4,12000000,26117471,117.64559166666666
Basic,2003,John McTiernan,98,"John Travolta, Samuel L. Jackson, Connie Nielsen",Comedy,6.4,50000000,42792561,-14.414878
He Loves Me ... He Loves Me Not,2002,Laetitia Colombani,92,"Samuel Le Bihan, Clément Sibony, Élodie Navarre",Detective Film  •  Mystery  •  Psychological Thriller,7.1,0,5126264,NA
Mr. Sardonicus,1961,William Castle,89,"Oskar Homolka, Ronald Lewis, Audrey Dalton",Black Comedy  •  Comedy Drama  •  Female-Directed Film,6.6,0,0,NA
The Central Park Five,2012,"Ken Burns, Sarah Burns, David McMahon",119,Ed Koch,Costume Horror  •  Gothic Film  •  Horror,7.7,0,273747,NA
Renaissance Man,1994,Penny Marshall,128,"Danny DeVito, Gregory Hines, James Remar",Culture and Society  •  Documentary  •  Law and Crime,6.2,40000000,24332324,-39.16919
American Flyers,1985,John Badham,113,"Kevin Costner, Luca Bercovici, Robert Townsend",Comedy Drama  •  Military Comedy  •  Female-Directed Film,6.5,0,1400000,NA
Red Sun,1971,Terence Young,112,"Charles Bronson, Ursula Andress, Toshirô Mifune",Drama  •  Sports Drama  •  Family Drama,6.8,0,0,NA
Hell's Hinges,1916,Charles Swickard,64,"William S. Hart, Clara Williams, Jack Standing",Action  •  Action Thriller  •  Hybrid Western,6.7,0,0,NA
Detention,2011,Joseph Kahn,88,"Josh Hutcherson, Spencer Locke, Dane Cook",Romance  •  Western  •  Silent Film,5.6,10000000,0,NA
Masters of the Universe,1987,Gary Goddard,106,"Dolph Lundgren, Frank Langella, Meg Foster",Black Comedy  •  Comedy  •  Horror Comedy,5.4,0,0,NA
Der Fuehrer's Face,1943,Jack Kinney,8,Clarence Nash,Action  •  Adventure  •  Based-on-Television,7.5,0,0,NA
Lisa and the Devil,1973,Mario Bava,95,"Telly Savalas, Elke Sommer, Sylva Koscina",Animation  •  Cartoon  •  Comedy,6.2,1000000,0,NA
Willard,2003,Glen Morgan,100,"David Parker, Crispin Glover, R. Lee Ermey",Fantasy  •  Foreign Language Film  •  Gothic Film,6.1,0,0,NA
The Other,1972,Robert Mulligan,108,"Uta Hagen, Diana Muldaur, Chris Udvarnoky",Horror  •  Natural Horror,6.8,0,0,NA
Save the Green Planet!,2003,Joon-Hwan Jang,118,"Jeong-min Hwang, Ha-kyun Shin, Yun-shik Baek",Based-on-20th-Century-Literature  •  Horror  •  Period Film,7.2,3000000,0,NA
The Pixar Story,2007,Leslie Iwerks,87,"Brad Bird, Roy Edward Disney, Michael Eisner",Black Comedy  •  Comedy  •  Cyberpunk / Tech Noir,7.7,0,0,NA
The Last Exorcism,2010,Daniel Stamm,95,"Patrick Fabian, Ashley Bell, Iris Bahr",Documentary  •  Female-Directed Film  •  Media Documentary,5.7,1800000,69400000,3755.5555555555557
Dames,1934,"Ray Enright, Busby Berkeley",91,"Joan Blondell, Dick Powell, Ruby Keeler",Found Footage Film  •  Horror  •  Religious Horror,7,0,0,NA
George Carlin: You Are All Diseased,1999,Rocco Urbisci,65,George Carlin,Comedy  •  Musical  •  Musical Comedy,8.4,0,0,NA
A Room For Romeo Brass,1999,Shane Meadows,90,"Paddy Considine, Vicky McClure, Bob Hoskins",Comedy  •  Concert Film  •  Made-for-Television,7.5,0,0,NA
Murder Party,2007,Jeremy Saulnier,79,"Paul Goldblatt, Bill Lacey, Stacy Rock",Comedy Drama  •  Drama  •  Psychological Drama,5.8,190000,0,NA
"Are You There God? It's Me, Margaret.",2023,Kelly Fremon Craig,105,"Abby Ryder Fortson, Rachel McAdams, Benny Safdie",Black Comedy  •  Horror  •  Horror Comedy,7.3,30000000,21800000,-27.333333333333332
"Davy Crockett, King of the Wild Frontier",1955,Norman Foster,93,"Fess Parker, Buddy Ebsen, Basil Ruysdael",Based-on-20th-Century-Literature  •  Comedy Drama  •  Coming-of-Age,6.9,2150000,0,NA
Sadie Thompson,1928,Raoul Walsh,91,"Gloria Swanson, Lionel Barrymore, Charles Lane",Action  •  Adventure  •  Adventure Drama,7.2,1000000,7000000,600
Before the Rain,1994,Milcho Manchevski,113,"Rade Serbedzija, Katrin Cartlidge, Grégoire Colin",Drama  •  Psychological Drama  •  Romance,7.8,0,0,NA
Dead End,2003,"Jean-Baptiste Andrea, Fabrice Canepa",85,"Ray Wise, Lin Shaye, Mick Cain",Anti-War Film  •  Drama  •  Foreign Language Film,6.5,900000,898994,-0.11177777777777778
Blood Work,2002,Clint Eastwood,110,"Clint Eastwood, Jeff Daniels, Anjelica Huston",Black Comedy  •  Horror Comedy  •  Horror,6.4,50000000,31794718,-36.410564
The Tall Men,1955,Raoul Walsh,122,"Clark Gable, Jane Russell, Robert Ryan",Crime  •  Crime Thriller  •  Detective Film,6.7,3115000,5000000,60.51364365971108
Mark of the Vampire,1935,Tod Browning,60,"Lionel Barrymore, Elizabeth Allan, Bela Lugosi",Traditional Western  •  Western,6.2,305177,0,NA
Frozen,2010,Adam Green,94,"Kevin Zegers, Shawn Ashmore, Emma Bell",Gothic Film  •  Horror  •  Monster Film,6.2,0,3065860,NA
